student_id,age,gender,degree,year,attendance_percentage,study_hours_per_day,assignment_score,internal_marks,backlogs,coding_skill,communication_skill,aptitude_score,technical_interview_score,projects_completed,internships_completed,certifications,hackathons_participated,extracurricular_activities,resume_score,mock_interviews,linkedin_profile,cgpa,final_score,performance_category,placement_status
STU101048,19,Male,BSc Data Science,3,86.8,5.2,89.7,60.1,0,5.1,6.2,76.2,40.3,4,0,0,0,0,70.6,0,Yes,7.62,78.5,Good,Not Placed
STU101049,22,Male,BCA,3,87.3,3.9,70.7,68.4,1,5.5,7.2,61.6,89.8,0,0,2,1,0,68.8,0,No,7.66,75.0,Good,Placed
STU101050,23,Female,BTech CSE,4,87.9,2.2,66.2,80.6,1,4.4,7.1,86.6,47.4,2,0,1,1,3,74.5,3,Yes,7.06,70.2,Good,Not Placed
STU101051,22,Male,BSc Data Science,4,97.1,4.6,100.0,52.7,1,7.7,7.5,88.4,49.6,5,0,0,1,4,83.8,0,Yes,8.32,81.0,Excellent,Placed
STU101052,23,Male,BSc Computer Science,4,73.9,1.9,81.1,88.3,2,7.1,6.3,71.8,63.0,4,2,4,1,2,94.7,1,No,7.1,70.6,Good,Not Placed
STU101053,18,Female,BSc Computer Science,2,58.5,0.8,89.7,64.6,0,6.0,5.5,68.9,67.9,1,0,4,0,3,82.1,1,No,5.5,56.4,Average,Not Placed
STU101054,22,Female,BCA,3,71.4,0.5,83.5,59.4,0,5.9,7.1,96.6,71.3,3,1,5,0,1,89.6,0,No,6.98,69.4,Good,Placed
STU101055,18,Male,BBA,3,87.6,1.3,90.2,88.7,2,7.0,7.9,32.3,54.7,0,0,2,1,2,85.2,3,Yes,8.38,86.2,Excellent,Not Placed
STU101056,21,Female,BSc Computer Science,3,77.2,5.2,84.5,82.5,0,8.2,5.3,72.9,62.1,2,1,6,0,0,99.3,2,Yes,9.21,92.2,Excellent,Placed
STU101057,19,Male,BSc Data Science,2,64.0,3.2,73.2,59.7,0,5.3,8.2,82.3,88.7,1,0,5,0,2,87.5,2,No,6.36,63.5,Average,Not Placed
STU101058,23,Male,BCA,2,61.2,3.4,88.0,67.4,0,7.7,7.1,43.9,63.6,3,4,3,2,3,100.0,1,No,7.63,78.2,Good,Placed
STU101059,19,Female,BSc Data Science,3,92.2,3.8,85.3,75.4,2,5.3,6.6,56.1,66.6,3,1,2,1,1,76.7,2,Yes,6.9,69.7,Good,Not Placed
STU101060,18,Male,BCA,4,84.1,2.0,63.5,68.1,0,6.1,6.7,81.4,79.5,1,0,3,0,1,79.2,0,Yes,7.9,80.0,Excellent,Not Placed
STU101061,23,Male,BSc Data Science,4,73.0,2.8,85.2,87.4,0,6.1,5.0,65.9,77.5,3,1,2,1,2,78.4,0,Yes,7.43,74.2,Good,Not Placed
STU101062,19,Male,BSc Computer Science,3,96.8,2.9,77.7,82.4,0,8.5,,75.0,36.0,4,4,3,2,2,87.8,3,Yes,8.44,82.4,Excellent,Placed
STU101063,22,Female,BTech CSE,3,100.0,2.1,74.7,36.0,2,5.6,6.5,40.4,71.0,3,0,1,0,1,90.4,6,No,4.7,48.2,Needs Improvement,Not Placed
STU101064,20,Male,BTech CSE,3,88.3,2.8,92.7,62.1,0,2.8,7.2,47.5,65.3,1,2,4,0,6,82.7,2,Yes,6.41,65.5,Good,Not Placed
STU101065,18,Female,BCA,3,85.6,3.3,81.2,65.5,2,4.8,6.6,61.0,92.0,1,1,1,0,0,74.9,2,No,6.93,70.7,Good,Not Placed
STU101066,19,Male,BCA,2,83.3,3.1,81.5,66.4,0,10.0,6.0,85.5,47.6,4,1,2,1,2,93.0,5,Yes,8.42,85.4,Excellent,Placed
STU101067,18,Female,BSc Data Science,4,86.6,4.1,83.0,77.4,0,3.5,5.0,77.8,50.3,2,1,1,2,1,55.2,5,No,7.73,75.7,Good,Not Placed
STU101068,24,Female,BCA,3,97.6,2.8,81.6,85.6,0,3.1,4.0,54.6,58.3,1,0,5,0,4,61.6,3,Yes,7.84,78.9,Good,Not Placed
STU101069,18,Female,BCA,2,68.3,5.8,80.9,64.3,0,8.0,6.2,56.2,77.5,1,0,3,1,0,75.5,1,No,8.39,83.9,Excellent,Not Placed
STU101070,23,Female,BTech CSE,2,74.6,2.0,98.0,58.5,1,7.7,2.8,76.6,83.5,2,2,1,0,2,67.9,5,Yes,7.07,70.9,Good,Not Placed
STU101071,24,Female,BCA,2,77.5,2.7,74.5,68.1,1,5.8,4.5,69.5,59.9,4,1,3,0,0,73.1,1,Yes,8.03,78.6,Good,Placed
STU101072,23,Male,BTech CSE,3,83.7,4.1,62.9,46.0,0,7.5,8.2,73.6,75.0,3,0,1,2,4,95.3,3,No,7.09,73.9,Good,Not Placed
STU101073,20,Male,BCA,4,93.7,4.4,82.5,80.4,1,5.7,5.4,61.9,55.1,2,3,2,1,1,72.6,1,Yes,8.46,86.9,Excellent,Not Placed
STU101074,24,Male,BBA,3,82.1,1.7,71.7,70.5,1,4.7,7.8,60.4,64.3,3,1,4,1,1,86.2,4,Yes,6.37,63.9,Average,Not Placed
STU101075,22,Female,BSc Computer Science,3,84.3,3.3,69.9,67.0,0,9.6,7.7,67.4,72.6,5,2,6,0,0,100.0,2,No,8.99,88.9,Excellent,Placed
STU101076,18,Female,BTech CSE,4,84.8,4.7,81.8,74.6,0,5.3,5.6,57.4,95.5,2,0,2,0,3,65.0,1,Yes,8.57,83.5,Excellent,Not Placed
STU101077,19,Male,BCA,2,78.2,1.1,85.0,61.0,1,4.1,8.3,57.4,81.3,3,0,3,0,4,77.7,4,Yes,6.42,65.0,Average,Not Placed
STU101078,21,Male,BTech CSE,2,73.8,3.4,80.1,67.8,4,3.5,9.0,42.7,83.6,3,0,3,1,1,77.4,3,Yes,5.94,60.3,Average,Not Placed
STU101079,18,Male,BTech CSE,3,78.7,1.3,77.0,63.9,1,8.9,4.4,60.7,60.3,3,0,1,0,3,64.6,3,Yes,6.85,68.9,Good,Not Placed
STU101080,18,Female,BSc Computer Science,4,71.5,2.3,79.8,49.3,0,6.8,8.2,51.3,37.3,3,1,1,1,0,78.6,3,Yes,6.9,68.7,Good,Not Placed
STU101081,20,Male,BSc Computer Science,3,71.6,3.6,81.4,71.9,0,8.0,5.8,58.6,100.0,5,1,2,1,0,84.1,0,No,8.08,82.4,Excellent,Not Placed
STU101082,22,Female,BTech CSE,3,81.7,3.2,82.0,100.0,3,9.8,4.3,65.9,38.7,2,0,2,1,3,90.3,2,Yes,9.76,96.6,Excellent,Placed
STU101083,21,Other,BCA,4,73.2,1.8,62.3,72.3,2,5.6,7.2,78.9,58.2,1,0,1,0,2,71.8,2,Yes,5.9,60.8,Average,Not Placed
STU101084,24,Male,BSc Computer Science,4,96.5,5.3,91.6,62.7,0,10.0,7.7,64.3,62.2,0,4,3,1,0,88.2,4,No,9.9,94.5,Excellent,Placed
STU101085,24,Male,BTech CSE,2,79.5,3.0,66.0,72.7,0,6.3,6.7,69.1,85.3,0,0,1,2,1,78.8,0,Yes,7.44,75.4,Good,Not Placed
STU101086,24,Male,BSc Data Science,4,91.6,4.3,74.6,58.9,1,6.6,9.7,62.4,83.5,4,1,1,0,1,77.7,4,Yes,8.09,78.6,Good,Placed
STU101087,23,Male,BCA,2,65.5,5.8,64.9,64.8,1,9.0,8.0,70.0,55.1,1,0,2,0,3,79.8,2,Yes,8.06,80.5,Excellent,Placed
STU101088,23,Male,BSc Data Science,3,65.9,2.5,83.8,66.9,2,6.6,6.7,66.5,68.1,2,0,0,2,1,71.7,0,Yes,7.73,77.2,Good,Placed
STU101089,19,Male,BTech CSE,2,76.9,4.4,74.2,65.3,0,8.0,7.1,39.5,53.4,3,1,3,1,6,91.6,0,Yes,8.44,85.7,Excellent,Not Placed
STU101090,21,Female,BCA,3,87.4,4.1,80.0,68.5,1,5.6,10.0,65.2,52.3,2,1,2,0,3,79.5,3,Yes,8.26,80.9,Excellent,Placed
STU101091,24,Male,BCA,3,73.1,1.4,73.8,80.3,0,7.2,7.6,66.4,76.3,1,0,2,1,1,70.5,0,No,7.61,78.7,Good,Placed
STU101092,23,Male,BCA,4,77.0,5.3,70.4,67.1,0,9.0,9.0,72.0,42.0,2,2,2,0,3,100.0,1,Yes,8.1,81.4,Excellent,Placed
STU101093,19,Female,BTech CSE,3,88.0,3.7,54.4,68.4,1,7.6,8.3,56.7,68.6,4,1,0,1,1,90.4,2,Yes,8.2,81.1,Excellent,Not Placed
STU101094,22,Female,BCA,3,74.1,2.7,75.5,49.0,0,5.8,5.0,62.5,54.7,2,2,1,0,0,73.3,4,Yes,6.81,66.2,Good,Not Placed
STU101095,19,Male,BTech CSE,3,70.4,1.1,68.7,56.1,0,6.6,5.1,78.0,30.3,1,0,1,0,2,59.5,2,No,7.06,70.6,Good,Not Placed
STU101096,23,Female,BSc Data Science,4,85.1,1.6,87.7,73.0,1,5.8,6.8,57.3,61.5,4,0,4,1,0,92.0,0,No,6.76,67.8,Good,Not Placed
STU101097,20,Male,BTech CSE,4,65.0,3.3,100.0,85.7,1,6.4,6.6,59.6,80.5,1,0,3,2,3,76.8,0,No,8.35,83.8,Excellent,Not Placed
STU101098,20,Female,BBA,2,74.3,1.5,100.0,69.7,2,9.2,7.3,87.3,69.3,3,1,2,0,0,87.8,3,No,7.14,72.2,Good,Placed
STU101099,24,Female,BCA,4,79.1,4.4,81.1,71.1,2,6.7,8.8,54.2,45.8,4,2,0,1,1,93.7,2,No,7.36,76.1,Good,Not Placed
STU101100,20,Female,BSc Data Science,3,83.3,2.9,73.3,55.0,0,8.0,8.1,42.5,67.5,1,0,2,0,0,86.8,0,Yes,7.97,78.4,Good,Not Placed
STU101101,24,Male,BTech CSE,3,86.2,1.2,60.6,62.2,1,7.4,4.4,79.9,37.3,3,0,4,1,3,84.1,3,Yes,6.66,68.9,Good,Not Placed
STU101102,24,Female,BCA,4,87.8,2.5,77.4,74.9,1,8.8,5.8,46.1,99.5,4,1,4,1,3,100.0,2,No,7.4,74.6,Good,Not Placed
STU101103,23,Male,BCA,2,75.0,1.9,72.0,86.4,1,4.6,9.4,64.9,67.1,0,1,6,0,4,86.4,2,Yes,7.42,73.7,Good,Placed
STU101104,20,Male,BTech CSE,4,87.6,1.7,73.9,74.4,0,6.9,7.8,72.7,75.1,5,1,4,0,2,86.3,1,No,7.42,72.3,Good,Not Placed
STU101105,24,Male,BBA,3,83.1,0.5,64.0,70.4,1,9.8,4.3,79.7,88.0,0,1,1,1,3,70.3,4,No,7.04,71.5,Good,Not Placed
STU101106,21,Male,BSc Computer Science,2,85.2,3.6,89.7,75.1,0,5.3,6.5,75.9,67.5,1,1,3,0,3,66.7,5,Yes,7.96,76.5,Good,Placed
STU101107,22,Male,BCA,4,71.7,2.1,87.6,59.9,1,10.0,3.8,53.9,67.3,1,1,2,0,1,86.6,2,Yes,7.39,72.9,Good,Not Placed
STU101108,19,Female,BSc Data Science,4,84.7,6.3,71.9,60.8,0,5.0,8.5,89.5,50.9,2,0,3,0,2,83.0,3,Yes,6.64,68.6,Good,Not Placed
STU101109,19,Female,BCA,2,76.5,5.0,91.4,69.2,1,6.0,7.7,63.1,31.4,2,1,2,2,1,61.5,3,No,6.94,69.7,Good,Not Placed
STU101110,23,Male,BTech CSE,2,78.5,5.9,82.7,58.1,0,8.0,6.5,56.0,53.4,2,1,5,1,1,88.1,0,Yes,8.27,84.6,Excellent,Placed
STU101111,20,Male,BTech CSE,4,,4.6,87.8,80.4,2,6.8,6.7,80.9,67.3,0,0,4,0,4,75.7,4,No,8.49,87.4,Excellent,Not Placed
STU101112,20,Male,BTech CSE,2,99.1,2.6,90.5,83.3,1,2.9,7.7,54.6,66.4,3,0,1,1,1,74.0,2,No,8.65,88.6,Excellent,Not Placed
STU101113,24,Male,BCA,4,68.9,4.0,86.0,68.7,0,7.2,8.8,73.0,69.2,7,0,2,0,1,100.0,1,Yes,8.17,83.3,Excellent,Not Placed
STU101114,18,Male,BSc Computer Science,4,89.9,3.0,73.0,81.1,2,6.7,7.5,62.7,45.6,2,0,4,2,1,86.9,3,Yes,7.69,75.3,Good,Not Placed
STU101115,24,Female,BCA,3,92.3,4.0,93.5,89.8,2,5.5,8.0,62.8,54.1,0,0,2,2,1,86.8,2,No,8.39,78.9,Good,Not Placed
STU101116,22,Male,BSc Data Science,3,86.3,4.8,90.5,76.8,2,6.0,7.4,100.0,79.8,2,4,3,0,1,87.0,1,Yes,8.52,84.9,Excellent,Placed
STU101117,21,Male,BTech CSE,3,72.6,4.4,90.7,82.8,0,2.8,9.0,69.7,68.1,0,1,4,2,1,74.8,2,Yes,7.57,77.6,Good,Not Placed
STU101118,19,Male,BCA,3,95.0,3.5,67.4,71.1,1,5.5,9.7,36.5,42.8,1,2,3,0,2,92.2,1,No,7.54,75.5,Good,Not Placed
STU101119,24,Female,BSc Computer Science,4,74.7,3.6,65.9,82.8,2,7.8,5.7,46.0,83.2,5,1,1,0,1,80.7,4,Yes,7.99,81.0,Excellent,Not Placed
STU101120,18,Female,BSc Computer Science,4,84.9,3.8,98.6,70.5,2,6.8,6.5,71.4,90.6,3,1,3,0,1,96.2,2,Yes,7.49,74.4,Good,Not Placed
STU101121,18,Female,BBA,3,79.2,5.2,75.0,63.6,1,8.3,6.9,47.9,49.7,3,1,0,1,0,81.9,3,Yes,8.14,82.0,Excellent,Not Placed
STU101122,24,Female,BTech CSE,3,74.3,2.8,84.8,80.3,1,9.8,5.7,59.1,64.4,2,3,3,1,1,97.7,2,Yes,8.45,84.9,Excellent,Not Placed
STU101123,23,Male,BTech CSE,2,83.5,3.1,95.3,74.6,1,5.0,6.2,79.2,61.4,2,0,2,1,2,82.2,3,No,7.5,73.7,Good,Not Placed
STU101124,19,Male,BSc Computer Science,3,96.8,2.7,100.0,81.4,1,4.9,6.7,65.5,46.9,1,1,1,2,2,55.6,2,Yes,8.0,78.4,Good,Not Placed
STU101125,23,Female,BCA,3,80.6,3.7,88.3,63.1,1,8.2,6.8,77.9,64.4,1,0,3,0,1,78.6,1,Yes,8.11,81.0,Excellent,Not Placed
STU101126,21,Male,BSc Data Science,3,97.8,4.5,76.3,75.8,0,6.2,6.1,85.2,71.0,5,1,4,1,1,92.3,1,Yes,9.06,89.0,Excellent,Placed
STU101127,18,Female,BSc Computer Science,2,76.2,3.9,78.8,83.3,0,6.2,5.9,77.6,68.4,3,1,2,1,1,88.7,0,Yes,8.89,86.9,Excellent,Placed
STU101128,18,Male,BTech CSE,4,78.8,3.4,86.1,66.6,1,10.0,6.9,54.8,97.1,2,0,1,0,1,93.8,1,No,8.49,84.9,Excellent,Placed
STU101129,22,Male,BSc Computer Science,3,65.7,5.1,83.9,81.6,1,8.7,5.5,79.5,49.2,2,4,0,1,2,72.8,1,Yes,8.88,90.7,Excellent,Placed
STU101130,21,Female,BSc Data Science,4,72.4,2.3,74.1,90.9,1,6.8,7.4,79.1,46.9,1,1,4,1,1,76.5,4,No,6.83,70.6,Good,Not Placed
STU101131,18,Female,BCA,4,75.8,1.3,52.8,64.9,0,7.4,4.8,67.1,82.5,2,0,1,0,1,75.1,4,Yes,6.39,62.9,Average,Not Placed
STU101132,21,Female,BCA,3,74.7,4.0,73.9,75.2,1,6.9,6.8,55.2,80.4,3,0,1,1,2,82.2,3,Yes,8.45,82.5,Excellent,Not Placed
STU101133,19,Male,BTech CSE,3,68.4,3.4,79.7,93.1,0,4.1,9.5,68.3,30.7,4,2,2,0,0,93.8,1,Yes,9.0,90.1,Excellent,Not Placed
STU101134,20,Male,BSc Computer Science,3,70.4,3.2,81.9,54.8,1,7.1,6.4,70.0,51.0,0,0,3,0,3,74.1,3,Yes,7.17,70.3,Good,Not Placed
STU101135,18,Male,BTech CSE,2,75.1,1.5,100.0,76.9,2,6.2,8.2,51.5,36.4,2,1,1,0,0,81.0,2,Yes,8.43,83.3,Excellent,Not Placed
STU101136,22,Male,BSc Data Science,4,89.9,3.8,93.7,80.3,2,5.3,5.0,80.1,81.1,5,1,1,0,5,66.1,3,Yes,9.06,89.4,Excellent,Placed
STU101137,19,Male,BCA,2,63.0,6.2,76.9,72.2,0,5.8,6.1,62.5,80.0,2,1,5,2,2,84.2,1,Yes,7.93,81.5,Excellent,Not Placed
STU101138,24,Male,BTech CSE,3,57.2,1.5,87.5,98.8,2,4.3,7.9,67.5,64.1,2,0,0,0,1,71.5,2,Yes,6.46,65.9,Good,Not Placed
STU101139,21,Male,BTech CSE,2,60.4,3.3,52.7,77.9,0,3.7,2.8,73.1,83.0,1,0,4,1,3,68.1,0,No,6.75,70.7,Good,Not Placed
STU101140,24,Male,BSc Data Science,4,69.5,3.6,95.5,88.1,0,5.3,7.8,70.6,75.8,7,0,2,0,1,78.5,2,Yes,8.88,89.2,Excellent,Placed
STU101141,23,Male,BSc Computer Science,3,84.4,2.8,76.5,82.0,1,5.0,6.7,66.4,71.0,2,1,4,0,1,86.0,0,Yes,7.83,78.4,Good,Not Placed
STU101142,19,Male,BSc Data Science,3,74.4,3.7,84.1,89.9,1,10.0,6.3,54.2,56.9,3,1,5,1,2,94.9,0,No,9.74,100.0,Excellent,Not Placed
STU101143,24,Male,BTech CSE,3,74.3,2.8,82.3,74.1,0,9.0,9.1,88.7,41.9,1,1,0,1,2,89.0,3,Yes,7.68,77.2,Good,Not Placed
STU101144,18,Male,BTech CSE,4,74.1,3.7,93.3,56.3,1,5.7,4.5,87.3,60.5,3,0,1,1,0,86.0,4,Yes,7.51,74.5,Good,Not Placed
STU101145,21,Male,BTech CSE,2,59.2,3.1,78.2,78.6,1,7.5,7.4,83.1,64.7,1,0,2,0,2,85.9,4,No,8.1,79.7,Good,Not Placed
STU101146,20,Female,BSc Computer Science,3,86.6,2.7,91.1,51.8,0,,8.1,68.0,74.0,1,0,3,1,1,78.2,3,Yes,8.03,80.4,Excellent,Not Placed
STU101147,19,Male,BSc Data Science,3,91.1,3.4,,68.0,0,5.5,5.6,75.6,68.1,1,1,1,0,2,69.1,1,No,8.67,86.6,Excellent,Not Placed
STU101148,18,Male,BSc Computer Science,2,74.6,4.2,83.3,66.4,1,4.8,3.5,52.9,64.1,4,1,3,0,0,68.7,1,Yes,7.14,69.7,Good,Not Placed
STU101149,22,Male,BTech CSE,2,78.9,1.2,80.8,67.3,1,5.9,7.3,67.6,69.4,1,1,3,1,4,87.1,1,Yes,6.83,67.3,Good,Not Placed
STU101150,23,Female,BSc Computer Science,3,79.2,4.5,76.4,87.2,0,5.6,8.1,43.9,48.8,4,0,4,0,2,81.7,2,Yes,7.54,77.8,Good,Not Placed
STU101151,21,Female,BSc Computer Science,2,67.3,2.4,80.2,71.7,1,6.2,9.2,59.7,56.7,2,3,3,0,0,96.3,2,Yes,5.7,59.7,Average,Not Placed
STU101152,19,Female,BCA,3,73.6,4.4,77.8,96.7,2,10.0,,75.6,78.2,2,0,1,0,0,87.5,1,Yes,8.91,90.1,Excellent,Placed
STU101153,19,Female,BBA,2,95.9,2.5,86.6,71.2,0,6.3,6.4,82.0,58.0,1,0,0,0,0,67.1,3,Yes,7.13,72.0,Good,Not Placed
STU101154,20,Male,BTech CSE,3,78.0,4.6,69.5,46.3,0,4.3,10.0,54.8,60.8,2,2,0,0,1,81.8,1,No,6.34,61.8,Average,Not Placed
STU101155,20,Female,BSc Data Science,2,80.2,3.4,82.8,64.9,0,6.1,7.2,56.8,73.4,7,0,2,2,1,81.8,5,Yes,7.51,72.5,Good,Not Placed
STU101156,22,Female,BSc Computer Science,3,71.1,2.1,98.7,82.2,0,8.6,7.3,73.4,52.9,1,3,4,1,0,95.4,2,No,7.7,76.6,Good,Not Placed
STU101157,23,Male,BCA,4,73.7,2.8,77.2,55.8,1,10.0,7.7,42.6,57.3,1,0,2,1,1,85.4,2,Yes,7.53,74.0,Good,Not Placed
STU101158,22,Male,BCA,3,84.5,5.3,86.8,67.7,1,4.1,6.8,88.1,36.9,2,1,0,0,2,86.8,2,Yes,8.08,81.7,Excellent,Not Placed
STU101159,18,Male,BCA,3,69.6,3.6,56.4,81.8,1,6.6,6.3,55.3,82.4,4,0,1,0,3,76.6,3,Yes,8.23,84.3,Excellent,Not Placed
STU101160,18,Female,BTech CSE,3,94.2,2.8,64.6,68.2,0,7.1,6.5,65.6,85.0,1,0,3,0,0,89.6,1,Yes,7.8,78.6,Good,Not Placed
STU101161,22,Female,BTech CSE,2,61.8,5.2,80.5,65.3,0,8.3,9.1,77.1,80.0,1,1,3,0,1,91.5,2,No,7.82,79.9,Good,Not Placed
STU101162,23,Female,BSc Computer Science,2,71.7,4.8,81.2,87.1,0,6.2,8.0,64.8,67.8,2,2,3,1,1,82.5,3,Yes,8.39,83.5,Excellent,Placed
STU101163,22,Male,BSc Computer Science,2,63.2,2.2,82.5,69.3,0,6.5,7.4,62.6,46.2,1,0,5,1,1,86.3,4,Yes,7.32,70.8,Good,Not Placed
STU101164,23,Male,BSc Data Science,4,,3.2,100.0,59.5,1,5.7,3.8,74.3,57.3,0,0,2,0,0,75.0,2,Yes,7.32,75.7,Good,Not Placed
STU101165,23,Male,BCA,4,77.6,0.9,75.6,82.0,1,4.2,6.0,60.6,50.8,2,2,1,2,2,64.9,0,Yes,6.42,67.1,Good,Not Placed
STU101166,24,Male,BCA,4,75.1,4.8,82.9,85.6,1,8.2,10.0,71.7,52.1,3,2,1,1,3,98.2,3,No,8.82,88.5,Excellent,Placed
STU101167,21,Female,BTech CSE,4,82.0,3.5,74.1,74.2,0,4.8,5.5,67.4,58.8,4,2,0,0,2,65.5,3,Yes,7.61,75.4,Good,Not Placed
STU101168,23,Female,BBA,4,92.0,4.5,90.1,65.0,0,3.7,6.9,50.7,58.1,2,0,2,0,1,66.1,2,Yes,7.66,78.5,Good,Not Placed
STU101169,20,Male,BSc Data Science,4,80.2,0.6,69.3,61.4,0,5.7,6.6,85.2,82.1,1,0,2,0,6,77.8,0,Yes,6.32,63.0,Average,Not Placed
STU101170,23,Female,BSc Computer Science,3,89.4,3.1,74.3,65.4,1,3.5,4.5,62.6,65.6,0,0,4,0,2,78.3,1,Yes,6.58,66.8,Good,Not Placed
STU101171,23,Male,BBA,3,75.1,3.8,72.1,56.9,1,5.8,5.3,74.2,86.5,0,0,3,0,3,67.0,1,No,7.7,75.6,Good,Not Placed
STU101172,23,Female,BCA,2,68.4,0.5,91.1,66.1,1,5.7,4.3,56.2,53.4,2,0,2,2,2,81.9,1,Yes,5.35,53.9,Average,Not Placed
STU101173,24,Male,BTech CSE,3,80.3,4.5,83.4,78.6,0,6.3,4.1,40.9,70.9,2,1,2,0,1,64.3,3,Yes,8.8,86.7,Excellent,Not Placed
STU101174,24,Male,BSc Computer Science,3,71.0,3.0,85.1,80.8,0,5.6,7.6,82.8,61.3,2,0,2,2,1,61.4,1,Yes,7.61,76.7,Good,Not Placed
STU101175,18,Male,BSc Computer Science,4,84.9,0.9,79.9,72.3,0,6.6,5.6,67.8,73.0,3,2,3,2,2,69.2,1,Yes,7.81,73.0,Good,Placed
STU101176,24,Male,BSc Data Science,3,73.9,2.7,95.3,76.6,1,9.9,9.8,70.2,78.4,1,1,3,2,1,98.4,2,No,7.4,76.2,Good,Not Placed
STU101177,20,Male,BTech CSE,3,77.2,4.2,80.3,69.2,0,2.0,8.1,68.5,83.1,3,0,4,1,0,80.2,2,Yes,5.44,54.6,Average,Not Placed
STU101178,20,Female,BTech CSE,3,55.6,2.1,100.0,63.2,0,9.3,6.7,97.4,59.3,1,0,2,1,3,100.0,2,Yes,8.31,81.0,Excellent,Not Placed
STU101179,24,Female,BCA,2,76.8,3.4,96.0,67.9,0,,8.1,78.6,64.9,1,1,0,1,1,63.3,2,Yes,7.82,79.9,Good,Placed
STU101180,22,Female,BSc Computer Science,3,75.6,2.9,65.8,85.5,0,7.3,3.3,76.8,79.8,3,0,0,1,0,72.9,7,Yes,8.61,84.8,Excellent,Not Placed
STU101181,21,Male,BCA,3,89.6,0.5,89.0,44.7,1,8.8,6.6,59.7,95.2,4,1,3,1,2,91.6,1,Yes,7.04,70.1,Good,Placed
STU101182,24,Female,BTech CSE,3,86.7,4.4,,58.2,0,6.2,8.5,65.4,66.3,4,1,2,1,2,81.0,0,No,7.66,76.8,Good,Not Placed
STU101183,23,Male,BSc Computer Science,3,78.2,4.7,77.5,66.3,1,6.9,4.7,67.9,62.1,5,2,2,1,3,71.8,1,Yes,7.83,77.9,Good,Not Placed
STU101184,19,Male,BTech CSE,2,61.7,5.2,86.5,58.7,0,7.8,7.9,76.4,63.3,2,0,4,1,1,98.0,1,No,8.01,78.7,Good,Placed
STU101185,21,Female,BSc Data Science,3,73.6,3.5,65.7,77.3,1,,7.2,63.9,33.2,3,0,1,0,2,89.1,0,Yes,7.36,73.7,Good,Placed
STU101186,21,Female,BCA,3,89.6,4.2,71.0,53.6,1,4.4,4.3,63.0,70.1,0,2,2,1,1,59.8,3,No,6.89,67.4,Good,Not Placed
STU101187,20,Male,BCA,3,76.0,1.1,79.2,86.4,0,7.3,9.3,79.1,54.8,2,0,0,1,2,88.2,3,Yes,7.26,73.7,Good,Not Placed
STU101188,21,Male,BSc Data Science,3,67.3,3.9,67.1,95.5,0,6.4,8.6,90.1,47.0,3,0,2,0,1,95.0,5,No,8.4,83.5,Excellent,Not Placed
STU101189,24,Other,BCA,2,89.5,3.0,,75.0,1,7.4,7.8,37.5,74.0,2,0,1,1,2,89.6,1,Yes,7.36,73.4,Good,Not Placed
STU101190,23,Male,BSc Computer Science,2,61.8,3.4,89.2,64.6,1,7.4,4.6,79.9,63.7,0,1,1,0,3,58.9,1,Yes,6.95,70.8,Good,Not Placed
STU101191,23,Male,BCA,3,76.9,1.8,71.9,83.1,2,6.4,5.4,64.1,78.9,2,0,1,1,2,81.0,3,No,7.53,73.3,Good,Not Placed
STU101192,18,Male,BSc Computer Science,3,83.6,5.2,67.3,68.6,0,6.5,6.6,76.3,64.5,2,1,1,0,0,73.5,2,No,7.82,80.1,Excellent,Not Placed
STU101193,23,Male,BSc Data Science,3,79.3,1.0,64.6,61.7,1,7.5,,65.8,45.7,0,2,6,0,0,100.0,4,Yes,6.74,70.7,Good,Not Placed
STU101194,23,Male,BSc Computer Science,4,65.6,3.9,95.3,72.6,1,5.7,6.4,62.6,67.6,4,2,1,2,0,75.8,0,No,7.4,75.8,Good,Not Placed
STU101195,20,Male,BTech CSE,2,68.7,2.1,62.8,53.1,1,7.9,7.1,69.2,34.2,2,2,2,1,2,87.4,2,Yes,5.8,57.3,Average,Placed
STU101196,23,Female,BSc Computer Science,2,71.0,6.7,85.3,63.1,0,5.2,5.6,48.0,77.4,4,0,1,0,1,76.1,1,Yes,7.94,76.6,Good,Not Placed
STU101197,18,Male,BBA,3,85.8,4.5,96.4,62.8,0,10.0,9.6,53.5,87.1,2,0,0,0,0,92.9,2,Yes,9.24,94.7,Excellent,Placed
STU101198,19,Female,BCA,3,79.7,3.5,71.2,70.9,0,7.4,5.2,61.4,60.4,0,2,3,0,2,84.0,0,No,6.27,61.8,Average,Not Placed
STU101199,24,Other,BSc Data Science,3,74.1,2.0,72.7,52.9,1,7.0,7.1,68.4,68.1,2,1,1,0,3,92.7,1,No,6.04,62.7,Average,Not Placed
STU101200,20,Female,BSc Data Science,4,82.1,4.8,83.9,60.9,0,5.5,8.9,85.1,86.5,2,1,3,0,3,91.8,1,Yes,7.39,74.1,Good,Not Placed
STU101201,19,Male,BSc Data Science,4,70.5,0.5,84.6,65.8,1,6.3,5.9,78.9,64.7,1,1,3,2,2,77.7,2,Yes,6.39,64.8,Average,Not Placed
STU101202,20,Male,BTech CSE,2,85.4,4.1,76.5,77.7,1,7.3,6.4,64.9,37.7,1,1,1,2,1,83.2,0,Yes,8.15,79.6,Good,Not Placed
